First Name,Middle Name,Last Name,Employee Salary,Days Worked,Years Worked,Days Lived,Year Lived,Years Lived,Termination
Fname 2652,,Lname 2652,72521.28,463,1,16473,-73,45,0
Fname 2977,L,Lname 2977,72521.28,323,1,16588,-73,45,0
Fname 8714,P,Lname 8714,72521.28,232,1,16217,-74,44,0
Fname 5140,,Lname 5140,72521.28,218,1,11961,-85,33,0
Fname 7905,,Lname 7905,72483.84,855,2,16218,-74,44,0
Fname 7670,NJOROGE,Lname 7670,72446.4,4705,13,15116,-77,41,0
Fname 8466,M,Lname 8466,72446.4,1121,3,13025,-82,36,0
Fname 1713,ELIZABETH,Lname 1713,72427.68,4768,13,14215,-79,39,0
Fname 3112,J,Lname 3112,72427.68,4768,13,22105,-58,61,0
Fname 5724,S,Lname 5724,72427.68,1338,4,14787,-78,41,0
Fname 6776,F,Lname 6776,72334.08,4159,11,20965,-61,57,0
Fname 3721,,Lname 3721,72315.36,2241,6,22024,-58,60,0
Fname 1659,L,Lname 1659,72240.48,736,2,15811,-75,43,0
Fname 8608,,Lname 8608,72155.2,806,2,10966,-88,30,0
Fname 384,D,Lname 384,72144.8,2080,6,17294,-71,47,0
Fname 11,,Lname 11,72134.4,2675,7,11709,-86,32,0
Fname 7284,A,Lname 7284,72109.44,897,2,17675,-70,48,0
Fname 6656,K,Lname 6656,72072,2430,7,20190,-63,55,0
Fname 729,THI,Lname 729,72053.28,4404,12,12580,-84,34,0
Fname 3909,BUCK,Lname 3909,72034.56,2948,8,15159,-77,42,0
Fname 1003,,Lname 1003,72015.84,4425,12,13954,-80,38,0
Fname 8020,,Lname 8020,72007.52,2332,6,14126,-79,39,0
Fname 3017,,Lname 3017,71978.4,4250,12,15900,-75,44,0
Fname 4461,IVY,Lname 4461,71866.08,4859,13,15065,-77,41,0
Fname 6395,D,Lname 6395,71866.08,4250,12,12518,-84,34,0
Fname 1873,L,Lname 1873,71866.08,260,1,14772,-78,40,0
Fname 3356,,Lname 3356,71866.08,183,1,22680,-56,62,0
Fname 8351,L,Lname 8351,71866.08,176,0,13325,-82,37,0
Fname 3750,,Lname 3750,71864,351,1,14112,-80,39,0
Fname 3352,,Lname 3352,71864,211,1,10131,-90,28,0
Fname 7516,D,Lname 7516,71864,141,0,11998,-85,33,0
Fname 357,L.,Lname 357,71847.36,4404,12,12870,-83,35,0
Fname 8012,,Lname 8012,71791.2,4565,13,12949,-83,35,0
Fname 965,CANNON,Lname 965,71772.48,5335,15,16422,-73,45,0
Fname 2343,K.,Lname 2343,71735.04,5076,14,19095,-66,52,0
Fname 1364,U,Lname 1364,71697.6,1450,4,21487,-59,59,0
Fname 1217,,Lname 1217,71678.88,715,2,13638,-81,37,0
Fname 8177,J,Lname 8177,71622.72,3053,8,13586,-81,37,0
Fname 1354,B,Lname 1354,71604,435,1,15393,-76,42,0
Fname 6403,C,Lname 6403,71585.28,1821,5,11635,-86,32,0
Fname 2378,S,Lname 2378,71547.84,988,3,12863,-83,35,0
Fname 5127,J,Lname 5127,71491.68,589,2,13415,-81,37,0
Fname 4172,,Lname 4172,71489.6,2878,8,15176,-77,42,0
Fname 187,,Lname 187,71472.96,4271,12,11889,-86,33,0
Fname 6560,L,Lname 6560,71472.96,2717,7,16808,-72,46,0
Fname 7134,,Lname 7134,71472.96,820,2,15145,-77,41,0
Fname 1997,L,Lname 1997,71472.96,680,2,17072,-71,47,0
Fname 6995,MARIA,Lname 6995,71360.64,4425,12,16803,-72,46,0
Fname 7269,MICHELLE,Lname 7269,71304.48,3893,11,12535,-84,34,0
Fname 2306,N,Lname 2306,71285.76,1002,3,16043,-74,44,0
Fname 7805,G,Lname 7805,71285.76,589,2,16973,-72,47,0
Fname 407,W,Lname 407,71267.04,2605,7,19338,-65,53,0
Fname 2729,C,Lname 2729,71267.04,2038,6,14405,-79,39,0
Fname 8100,E.,Lname 8100,71248.32,4558,12,15286,-76,42,0
Fname 1633,R,Lname 1633,71229.6,2605,7,14136,-79,39,0
Fname 4944,JANE,Lname 4944,71229.6,511,1,12263,-85,34,0
Fname 8660,A,Lname 8660,71198.4,568,2,11762,-86,32,0
Fname 7719,A,Lname 7719,71192.16,1702,5,14388,-79,39,0
Fname 97,A,Lname 97,71136,533,1,13272,-82,36,0
Fname 8711,V,Lname 8711,71136,260,1,16133,-74,44,0
Fname 445,S,Lname 445,71042.4,4271,12,12165,-85,33,0
Fname 50,M,Lname 50,71004.96,3508,10,14794,-78,41,0
Fname 3691,,Lname 3691,70990.4,1954,5,11247,-87,31,0
Fname 3654,,Lname 3654,70986.24,3893,11,12197,-85,33,0
Fname 7153,O,Lname 7153,70930.08,4705,13,21310,-60,58,0
Fname 1660,R,Lname 1660,70911.36,722,2,12543,-84,34,0
Fname 6802,M,Lname 6802,70817.76,4264,12,12016,-85,33,0
Fname 6718,G,Lname 6718,70724.16,4432,12,11920,-86,33,0
Fname 6109,AHMED,Lname 6109,70724.16,4250,12,20007,-63,55,0
Fname 10397,E,Lname 10397,70705.44,875,2,13234,-82,36,0
Fname 3653,E.,Lname 3653,70649.28,4628,13,12554,-84,34,0
Fname 5058,L,Lname 5058,70649.28,2654,7,16550,-73,45,0
Fname 1719,,Lname 1719,70630.56,3361,9,12852,-83,35,0
Fname 8941,,Lname 8941,70574.4,526,1,16107,-74,44,0
Fname 8438,M,Lname 8438,70574.4,204,1,16724,-72,46,0
Fname 12971,K,Lname 12971,70536.96,4404,12,15097,-77,41,0
Fname 1617,J,Lname 1617,70532.8,1246,3,11631,-86,32,0
Fname 5321,ANN,Lname 5321,70405.92,3529,10,11688,-86,32,0
Fname 5947,KWAMBOKA,Lname 5947,70312.32,4180,11,13225,-82,36,0
Fname 6009,L,Lname 6009,70312.32,1751,5,19852,-64,54,0
Fname 6475,J,Lname 6475,70293.6,645,2,13468,-81,37,0
Fname 710,,Lname 710,70256.16,1394,4,14176,-79,39,0
Fname 8766,MICHELLE,Lname 8766,70200,1569,4,15126,-77,41,0
Fname 6181,E.,Lname 6181,70181.28,4180,11,14267,-79,39,0
Fname 5163,SUZANNE,Lname 5163,70162.56,3697,10,14095,-80,39,0
Fname 13384,MICHELLE,Lname 13384,70125.12,2241,6,14054,-80,39,0
Fname 229,ELIZABETH,Lname 229,70087.68,4278,12,12019,-85,33,0
Fname 3074,,Lname 3074,70068.96,1079,3,18185,-68,50,0
Fname 6854,L,Lname 6854,70033.6,834,2,10459,-90,29,0
Fname 7024,T,Lname 7024,70031.52,561,2,11153,-88,31,0
Fname 3781,E,Lname 3781,70031.52,302,1,14056,-80,39,0
Fname 10,L,Lname 10,69998.24,3557,10,10113,-90,28,0
Fname 589,M,Lname 589,69994.08,1429,4,18788,-67,51,0
Fname 8286,,Lname 8286,69975.36,1674,5,14147,-79,39,0
Fname 7017,,Lname 7017,69975.36,792,2,16389,-73,45,0
Fname 7080,LETTA,Lname 7080,69919.2,4558,12,22158,-57,61,0
Fname 4468,,Lname 4468,69863.04,4334,12,17487,-70,48,0
Fname 2722,LUCIEN,Lname 2722,69750.72,3893,11,19872,-64,54,0
Fname 8618,K,Lname 8618,69721.6,2332,6,15946,-74,44,0
Fname 3374,A,Lname 3374,69694.56,848,2,20544,-62,56,0
Fname 6852,,Lname 6852,69680,428,1,12230,-85,34,0
Fname 1723,RUTH,Lname 1723,69600.96,1387,4,13904,-80,38,0
Fname 3068,K,Lname 3068,69600.96,1114,3,20172,-63,55,0
Fname 4926,K,Lname 4926,69563.52,1618,4,12458,-84,34,0
Fname 2212,,Lname 2212,69563.52,722,2,22120,-58,61,0
Fname 4389,M,Lname 4389,69544.8,2486,7,13126,-82,36,0
Fname 173,R,Lname 173,69413.76,3550,10,17754,-70,49,0
Fname 2720,CARMEN,Lname 2720,69413.76,3312,9,13888,-80,38,0
Fname 3251,,Lname 3251,69413.76,1793,5,16454,-73,45,0
Fname 3181,ERIK,Lname 3181,69413.76,1632,4,15461,-76,42,0
Fname 6967,E,Lname 6967,69361.76,827,2,14877,-77,41,0
Fname 4360,D,Lname 4360,69357.6,5832,16,13276,-82,36,0
Fname 1413,F,Lname 1413,69322.24,7104,19,19357,-65,53,0
Fname 3916,D,Lname 3916,69282.72,3886,11,13685,-81,37,0
Fname 6452,,Lname 6452,69264,449,1,19356,-65,53,0
Fname 600,,Lname 600,69264,442,1,13880,-80,38,0
Fname 5199,N,Lname 5199,69264,386,1,13379,-82,37,0
Fname 6120,MADLANGBAYAN,Lname 6120,69245.28,3158,9,13936,-80,38,0
Fname 53,W,Lname 53,69245.28,624,2,13313,-82,36,0
Fname 1799,E,Lname 1799,69236.96,3389,9,10527,-89,29,0
Fname 3495,MELANIO,Lname 3495,69189.12,4810,13,15447,-76,42,0
Fname 7722,C,Lname 7722,69170.4,1681,5,12746,-83,35,0
Fname 450,G,Lname 450,69139.2,778,2,22734,-56,62,0
Fname 2888,,Lname 2888,69095.52,1254,3,12336,-84,34,0
Fname 6624,SUZANNE,Lname 6624,69072.64,5559,15,13614,-81,37,0
Fname 8126,MARIE,Lname 8126,69058.08,4537,12,15364,-76,42,0
Fname 6601,,Lname 6601,68964.48,1779,5,20272,-63,56,0
Fname 3915,L,Lname 3915,68945.76,3893,11,12975,-83,36,0
Fname 3516,,Lname 3516,68931.2,2059,6,22667,-56,62,0
Fname 10319,,Lname 10319,68908.32,1842,5,14393,-79,39,0
Fname 6877,J,Lname 6877,68908.32,1205,3,13306,-82,36,0
Fname 3912,MARIE,Lname 3912,68889.6,3676,10,14695,-78,40,0
Fname 4078,A,Lname 4078,68848,855,2,11970,-85,33,0
Fname 2629,,Lname 2629,68833.44,3305,9,16670,-72,46,0
Fname 7578,,Lname 7578,68739.84,1730,5,16578,-73,45,0
Fname 6538,GABRIEL,Lname 6538,68683.68,4264,12,20818,-61,57,0
Fname 4192,E,Lname 4192,68683.68,3319,9,11282,-87,31,0
Fname 71,RENEE,Lname 71,68683.68,526,1,11594,-86,32,0
Fname 8878,,Lname 8878,68683.68,519,1,12249,-85,34,0
Fname 3063,W,Lname 3063,68683.68,498,1,18730,-67,51,0
Fname 6303,,Lname 6303,68683.68,491,1,13161,-82,36,0
Fname 6373,R,Lname 6373,68683.68,463,1,15767,-75,43,0
Fname 1859,E,Lname 1859,68683.68,392,1,14429,-79,40,0
Fname 3692,E,Lname 3692,68683.68,372,1,18118,-69,50,0
Fname 2389,I,Lname 2389,68683.68,337,1,12937,-83,35,0
Fname 2769,B,Lname 2769,68683.68,337,1,19167,-66,53,0
Fname 2972,E,Lname 2972,68683.68,330,1,12088,-85,33,0
Fname 6337,D,Lname 6337,68683.68,288,1,19481,-65,53,0
Fname 8678,,Lname 8678,68683.68,239,1,13303,-82,36,0
Fname 4001,,Lname 4001,68683.68,204,1,13387,-81,37,0
Fname 8024,K,Lname 8024,68683.68,183,1,16175,-74,44,0
Fname 3463,M,Lname 3463,68683.68,176,0,13952,-80,38,0
Fname 7945,S,Lname 7945,68646.24,834,2,14140,-79,39,0
Fname 6418,S,Lname 6418,68640,470,1,13551,-81,37,0
Fname 3268,S,Lname 3268,68590.08,1513,4,14408,-79,39,0
Fname 1009,,Lname 1009,68533.92,3522,10,16526,-73,45,0
Fname 988,LISA,Lname 988,68533.92,3466,9,19467,-65,53,0
Fname 1693,J,Lname 1693,68496.48,6350,17,15157,-77,42,0
Fname 5111,A,Lname 5111,68477.76,1527,4,17630,-70,48,0
Fname 3669,,Lname 3669,68477.76,862,2,17064,-71,47,0
Fname 3927,H,Lname 3927,68440.32,3158,9,16153,-74,44,0
Fname 2846,M,Lname 2846,68421.6,3158,9,11311,-87,31,0
Fname 12671,,Lname 12671,68390.4,736,2,12813,-83,35,0
Fname 5754,LACHE,Lname 5754,68384.16,3844,11,12755,-83,35,0
Fname 3360,ANN,Lname 3360,68365.44,4635,13,13726,-81,38,0
Fname 2273,,Lname 2273,68346.72,3522,10,12535,-84,34,0
Fname 10149,L,Lname 10149,68196.96,3158,9,18236,-68,50,0
Fname 4581,I,Lname 4581,68196.96,519,1,14837,-78,41,0
Fname 4355,S,Lname 4355,68196.96,392,1,17687,-70,48,0
Fname 5205,,Lname 5205,68196.96,351,1,16350,-73,45,0
Fname 8534,D,Lname 8534,68196.96,225,1,15055,-77,41,0
Fname 7027,M,Lname 7027,68196.96,218,1,12257,-85,34,0
Fname 6742,L,Lname 6742,68196.96,169,0,12673,-83,35,0
Fname 200,G,Lname 200,68178.24,3522,10,18119,-69,50,0
Fname 4616,R,Lname 4616,68178.24,673,2,18599,-67,51,0
Fname 12754,R,Lname 12754,68134.56,2409,7,9885,-91,27,0
Fname 795,ANNE,Lname 795,68084.64,3907,11,11661,-86,32,0
Fname 6662,R,Lname 6662,68057.6,673,2,16837,-72,46,0
Fname 5676,R,Lname 5676,67991.04,4719,13,12451,-84,34,0
Fname 6026,L,Lname 6026,67953.6,596,2,12112,-85,33,0
Fname 9016,J,Lname 9016,67916.16,1128,3,22685,-56,62,0
Fname 7893,,Lname 7893,67916.16,589,2,14813,-78,41,0
Fname 6189,,Lname 6189,67912,1807,5,16347,-73,45,0
Fname 5750,MAHARJAN,Lname 5750,67897.44,3494,10,12678,-83,35,0
Fname 2893,I,Lname 2893,67897.44,848,2,12648,-84,35,0
Fname 6506,P,Lname 6506,67878.72,1730,5,14576,-78,40,0
Fname 1176,,Lname 1176,67878.72,729,2,11065,-88,30,0
Fname 1996,C,Lname 1996,67878.72,694,2,14374,-79,39,0
Fname 990,M,Lname 990,67851.68,2668,7,9700,-92,27,0
Fname 6318,,Lname 6318,67822.56,2794,8,13177,-82,36,0
Fname 7703,,Lname 7703,67766.4,869,2,13680,-81,37,0
Fname 7087,,Lname 7087,67747.68,2934,8,14211,-79,39,0
Fname 4849,,Lname 4849,67745.6,1387,4,15258,-76,42,0
Fname 2597,,Lname 2597,67728.96,715,2,13601,-81,37,0
Fname 3686,L,Lname 3686,67691.52,3298,9,12094,-85,33,0
Fname 2375,,Lname 2375,67691.52,1030,3,11575,-86,32,0
Fname 4043,,Lname 4043,67672.8,666,2,19790,-64,54,0
Fname 464,ANNE,Lname 464,67635.36,687,2,19398,-65,53,0
Fname 3530,M,Lname 3530,67616.64,932,3,11764,-86,32,0
Fname 3211,,Lname 3211,67600,344,1,10291,-90,28,0
Fname 6810,N,Lname 6810,67600,183,1,10220,-90,28,0
Fname 5276,,Lname 5276,67448.16,351,1,11481,-87,31,0
Fname 5502,,Lname 5502,67410.72,3431,9,13804,-80,38,0
Fname 4295,,Lname 4295,67410.72,1275,3,15198,-77,42,0
Fname 3963,K,Lname 3963,67410.72,1212,3,13755,-80,38,0
Fname 4032,N,Lname 4032,67392,1268,3,15231,-76,42,0
Fname 3633,,Lname 3633,67392,392,1,13776,-80,38,0
Fname 4274,E,Lname 4274,67354.56,1912,5,15652,-75,43,0
Fname 3455,JO,Lname 3455,67335.84,3676,10,12043,-85,33,0
Fname 6212,A,Lname 6212,67223.52,3172,9,11202,-87,31,0
Fname 8220,A,Lname 8220,67159.04,10466,29,18840,-67,52,0
Fname 6994,,Lname 6994,67111.2,2941,8,18060,-69,49,0
Fname 1874,M,Lname 1874,67055.04,3627,10,11647,-86,32,0
Fname 1864,DAWN,Lname 1864,67055.04,820,2,15860,-75,43,0
Fname 7911,D,Lname 7911,67052.96,1610,4,16754,-72,46,0
Fname 6125,,Lname 6125,67036.32,1366,4,16569,-73,45,0
Fname 4903,P,Lname 4903,66998.88,1198,3,14983,-77,41,0
Fname 4983,,Lname 4983,66976,1590,4,16649,-73,46,0
Fname 2333,,Lname 2333,66961.44,659,2,19780,-64,54,0
Fname 5996,R,Lname 5996,66924,4250,12,12489,-84,34,0
Fname 1251,,Lname 1251,66872,1478,4,11574,-86,32,0
Fname 13467,A,Lname 13467,66867.84,939,3,17471,-70,48,0
Fname 4958,,Lname 4958,66867.84,785,2,14430,-79,40,0
Fname 427,A,Lname 427,66863.68,2157,6,11151,-88,31,0
Fname 5807,Y,Lname 5807,66774.24,2702,7,11653,-86,32,0
Fname 1410,L,Lname 1410,66755.52,1394,4,17715,-70,49,0
Fname 7937,,Lname 7937,66699.36,2437,7,15764,-75,43,0
Fname 9206,T,Lname 9206,66699.36,568,2,12896,-83,35,0
Fname 8834,R,Lname 8834,66699.36,526,1,14557,-78,40,0
Fname 11564,,Lname 11564,66699.36,491,1,17392,-71,48,0
Fname 3612,,Lname 3612,66699.36,392,1,11008,-88,30,0
Fname 72,,Lname 72,66699.36,372,1,15018,-77,41,0
Fname 4553,,Lname 4553,66699.36,358,1,19987,-63,55,0
Fname 5103,M,Lname 5103,66699.36,260,1,13296,-82,36,0
Fname 7299,C,Lname 7299,66699.36,176,0,10548,-89,29,0
Fname 10100,ST. JUDITH,Lname 10100,66680.64,897,2,19206,-66,53,0
Fname 3474,JO,Lname 3474,66624.48,3676,10,13683,-81,37,0
Fname 6554,,Lname 6554,66549.6,3158,9,17238,-71,47,0
Fname 6113,E,Lname 6113,66497.6,1842,5,10705,-89,29,0
Fname 2929,J,Lname 2929,66476.8,1352,4,11809,-86,32,0
Fname 3579,S,Lname 3579,66474.72,1240,3,11617,-86,32,0
Fname 6583,S,Lname 6583,66456,1226,3,14985,-77,41,0
Fname 6722,T,Lname 6722,66437.28,2941,8,11204,-87,31,0
Fname 5895,M,Lname 5895,66399.84,834,2,15377,-76,42,0
Fname 3643,,Lname 3643,66362.4,4901,13,13054,-82,36,0
Fname 3881,B,Lname 3881,66362.4,561,2,15646,-75,43,0
Fname 11532,R,Lname 11532,66362.4,511,1,10221,-90,28,0
Fname 2381,B,Lname 2381,66268.8,687,2,11454,-87,31,0
Fname 447,A,Lname 447,66193.92,3557,10,14427,-79,40,0
Fname 10217,,Lname 10217,66193.92,785,2,18248,-68,50,0
Fname 5426,T,Lname 5426,66185.6,939,3,11784,-86,32,0
Fname 8722,M,Lname 8722,66144,547,1,14641,-78,40,0
Fname 1347,,Lname 1347,66137.76,729,2,11178,-88,31,0
Fname 448,K,Lname 448,66119.04,1002,3,11542,-87,32,0
Fname 3367,J,Lname 3367,66100.32,3158,9,12024,-85,33,0
Fname 1091,D,Lname 1091,66081.6,2171,6,13595,-81,37,0
Fname 5440,M,Lname 5440,66044.16,841,2,12921,-83,35,0
Fname 5950,,Lname 5950,66025.44,2815,8,11714,-86,32,0
Fname 2896,D,Lname 2896,66025.44,834,2,11361,-87,31,0
Fname 10923,E,Lname 10923,66006.72,2724,7,12366,-84,34,0
Fname 5594,D,Lname 5594,65988,2031,6,12118,-85,33,0
Fname 12613,A,Lname 12613,65950.56,2794,8,16331,-73,45,0
Fname 175,D,Lname 175,65931.84,2570,7,13917,-80,38,0
Fname 238,,Lname 238,65923.52,3606,10,22449,-57,62,0
Fname 2847,,Lname 2847,65906.88,2444,7,12030,-85,33,0
Fname 2409,L,Lname 2409,65852.8,1331,4,9690,-92,27,0
Fname 3726,,Lname 3726,65838.24,1520,4,20221,-63,55,0
Fname 6329,,Lname 6329,65763.36,603,2,11305,-87,31,0
Fname 6054,,Lname 6054,65719.68,2080,6,10098,-90,28,0
Fname 2964,K,Lname 2964,65707.2,925,3,17214,-71,47,0
Fname 2149,,Lname 2149,65688.48,2528,7,11583,-86,32,0
Fname 1565,D,Lname 1565,65686.4,960,3,14218,-79,39,0
Fname 4421,,Lname 4421,65644.8,638,2,11764,-86,32,0
Fname 11574,C,Lname 11574,65632.32,1212,3,17266,-71,47,0
Fname 4810,,Lname 4810,65613.6,862,2,10959,-88,30,0
Fname 4062,A,Lname 4062,65576.16,3305,9,21916,-58,60,0
Fname 5988,,Lname 5988,65576.16,603,2,17332,-71,47,0
Fname 5960,A,Lname 5960,65557.44,1772,5,11629,-86,32,0
Fname 2224,,Lname 2224,65540.8,1246,3,11484,-87,31,0
Fname 8138,,Lname 8138,65520,2360,6,17120,-71,47,0
Fname 8780,N,Lname 8780,65520,547,1,14316,-79,39,0
Fname 7022,,Lname 7022,65520,428,1,10079,-91,28,0
Fname 2180,,Lname 2180,65520,392,1,12867,-83,35,0
Fname 5789,,Lname 5789,65520,330,1,11162,-88,31,0
Fname 8843,M,Lname 8843,65520,267,1,13107,-82,36,0
Fname 8815,D,Lname 8815,65520,239,1,18072,-69,50,0
Fname 6886,,Lname 6886,65501.28,589,2,11289,-87,31,0
Fname 153,B,Lname 153,65445.12,3522,10,12950,-83,35,0
Fname 2786,T,Lname 2786,65445.12,2759,8,12199,-85,33,0
Fname 8457,,Lname 8457,65388.96,2941,8,11354,-87,31,0
Fname 4170,P,Lname 4170,65314.08,2941,8,10666,-89,29,0
Fname 7497,,Lname 7497,65314.08,1212,3,12810,-83,35,0
Fname 484,,Lname 484,65314.08,736,2,13232,-82,36,0
Fname 4839,,Lname 4839,65312,757,2,10133,-90,28,0
Fname 7309,O,Lname 7309,65276.64,1779,5,22053,-58,60,0
Fname 6589,,Lname 6589,65257.92,624,2,11552,-87,32,0
Fname 5390,,Lname 5390,65239.2,2808,8,14266,-79,39,0
Fname 4885,,Lname 4885,65239.2,988,3,16924,-72,46,0
Fname 592,,Lname 592,65220.48,3529,10,16435,-73,45,0
Fname 3431,R,Lname 3431,65201.76,855,2,13256,-82,36,0
Fname 7266,R,Lname 7266,65183.04,2759,8,18774,-67,51,0
Fname 714,M,Lname 714,65126.88,1093,3,13039,-82,36,0
Fname 5778,,Lname 5778,65104,820,2,9987,-91,27,0
Fname 7335,M,Lname 7335,65089.44,2430,7,11134,-88,31,0
Fname 2544,MELISSA,Lname 2544,65014.56,2549,7,11219,-87,31,0
Fname 6184,,Lname 6184,64939.68,2794,8,14111,-80,39,0
Fname 10185,L,Lname 10185,64902.24,2430,7,18203,-68,50,0
Fname 318,L,Lname 318,64902.24,2213,6,10414,-90,29,0
Fname 2928,L,Lname 2928,64902.24,1373,4,14948,-77,41,0
Fname 7693,,Lname 7693,64902.24,589,2,14228,-79,39,0
Fname 5796,,Lname 5796,64864.8,2171,6,18594,-67,51,0
Fname 8112,,Lname 8112,64827.36,2465,7,11839,-86,32,0
Fname 1170,,Lname 1170,64808.64,729,2,10717,-89,29,0
Fname 3851,,Lname 3851,64808.64,729,2,10717,-89,29,0
Fname 60,XUAN,Lname 60,64789.92,2696,7,10863,-88,30,0
Fname 8605,,Lname 8605,64771.2,1149,3,15770,-75,43,0
Fname 4815,P,Lname 4815,64771.2,561,2,13620,-81,37,0
Fname 74,Y,Lname 74,64752.48,2219,6,12591,-84,34,0
Fname 415,,Lname 415,64752.48,1450,4,14225,-79,39,0
Fname 4284,K,Lname 4284,64733.76,1506,4,19337,-65,53,0
Fname 414,,Lname 414,64733.76,1457,4,11674,-86,32,0
Fname 7765,,Lname 7765,64677.6,561,2,12396,-84,34,0
Fname 6971,,Lname 6971,64677.6,491,1,17479,-70,48,0
Fname 2599,M,Lname 2599,64677.6,428,1,13202,-82,36,0
Fname 2601,A,Lname 2601,64677.6,421,1,13211,-82,36,0
Fname 2498,,Lname 2498,64677.6,330,1,13730,-81,38,0
Fname 2975,B,Lname 2975,64677.6,330,1,13651,-81,37,0
Fname 5916,D,Lname 5916,64677.6,309,1,12626,-84,35,0
Fname 6463,M,Lname 6463,64677.6,295,1,14176,-79,39,0
Fname 9138,,Lname 9138,64677.6,246,1,10656,-89,29,0
Fname 6559,T,Lname 6559,64621.44,2794,8,11806,-86,32,0
Fname 3396,,Lname 3396,64621.44,1009,3,12254,-85,34,0
Fname 1984,P,Lname 1984,64584,1961,5,17615,-70,48,0
Fname 4897,S,Lname 4897,64527.84,1723,5,12186,-85,33,0
Fname 9253,,Lname 9253,64527.84,1246,3,11348,-87,31,0
Fname 2150,,Lname 2150,64521.6,1436,4,15626,-75,43,0
Fname 56,D,Lname 56,64509.12,2577,7,14111,-80,39,0
Fname 375,I,Lname 375,64490.4,1079,3,14704,-78,40,0
Fname 1802,J,Lname 1802,64471.68,3277,9,10706,-89,29,0
Fname 4116,LYNN,Lname 4116,64434.24,2598,7,10686,-89,29,0
Fname 6516,,Lname 6516,64415.52,855,2,14312,-79,39,0
Fname 10083,A,Lname 10083,64346.88,708,2,9625,-92,26,0
Fname 96,,Lname 96,64284.48,680,2,12734,-83,35,0
Fname 3872,,Lname 3872,64228.32,1940,5,14189,-79,39,0
Fname 5040,,Lname 5040,64153.44,652,2,13366,-82,37,0
Fname 10578,O,Lname 10578,64134.72,2297,6,17108,-71,47,0
Fname 1541,O,Lname 1541,64116,392,1,13085,-82,36,0
Fname 7185,C,Lname 7185,64078.56,3683,10,17567,-70,48,0
Fname 13056,,Lname 13056,64078.56,687,2,11542,-87,32,0
Fname 1232,M,Lname 1232,64059.84,1394,4,10598,-89,29,0
Fname 816,M,Lname 816,64059.84,1051,3,11506,-87,32,0
Fname 4210,,Lname 4210,64041.12,680,2,11554,-87,32,0
Fname 3326,,Lname 3326,63984.96,1317,4,11004,-88,30,0
Fname 1613,,Lname 1613,63966.24,1268,3,20902,-61,57,0
Fname 3085,MARIAM,Lname 3085,63960,540,1,18268,-68,50,0
Fname 9038,F,Lname 9038,63928.8,526,1,15906,-75,44,0
Fname 2966,R,Lname 2966,63910.08,631,2,12906,-83,35,0
Fname 13223,K,Lname 13223,63883.04,3046,8,16893,-72,46,0
Fname 8404,,Lname 8404,63872.64,1226,3,15785,-75,43,0
Fname 8136,K,Lname 8136,63853.92,2395,7,11031,-88,30,0
Fname 4781,H,Lname 4781,63853.92,2311,6,12500,-84,34,0
Fname 6245,,Lname 6245,63797.76,2003,5,11914,-86,33,0
Fname 1638,,Lname 1638,63722.88,2213,6,11502,-87,32,0
Fname 7752,,Lname 7752,63685.44,589,2,11567,-86,32,0
Fname 2801,,Lname 2801,63666.72,841,2,11965,-85,33,0
Fname 8619,M,Lname 8619,63629.28,2332,6,13505,-81,37,0
Fname 4214,A,Lname 4214,63610.56,1884,5,23442,-54,64,0
Fname 3661,K,Lname 3661,63573.12,2430,7,11537,-87,32,0
Fname 261,,Lname 261,63573.12,2094,6,13638,-81,37,0
Fname 7214,A,Lname 7214,63554.4,2066,6,11002,-88,30,0
Fname 7802,V,Lname 7802,63554.4,1198,3,11380,-87,31,0
Fname 606,,Lname 606,63442.08,2213,6,14351,-79,39,0
Fname 7749,S,Lname 7749,63442.08,862,2,13550,-81,37,0
Fname 1796,A.,Lname 1796,63423.36,3907,11,21021,-61,58,0
Fname 6322,,Lname 6322,63423.36,2451,7,11972,-85,33,0
Fname 8349,,Lname 8349,63423.36,1590,4,13488,-81,37,0
Fname 5478,,Lname 5478,63404.64,2031,6,10576,-89,29,0
Fname 7751,,Lname 7751,63404.64,848,2,17203,-71,47,0
Fname 6621,A,Lname 6621,63385.92,3809,10,14860,-77,41,0
Fname 5757,,Lname 5757,63385.92,925,3,9663,-92,26,0
Fname 1826,R,Lname 1826,63329.76,2500,7,14420,-79,40,0
Fname 5166,S,Lname 5166,63292.32,2332,6,19554,-65,54,0
Fname 8265,,Lname 8265,63254.88,897,2,12192,-85,33,0
Fname 8499,V,Lname 8499,63190.4,869,2,14086,-80,39,0
Fname 1115,L,Lname 1115,63142.56,2213,6,10846,-88,30,0
Fname 7446,B,Lname 7446,63123.84,2430,7,13847,-80,38,0
Fname 3930,,Lname 3930,63123.84,2423,7,13219,-82,36,0
Fname 6062,,Lname 6062,63105.12,953,3,12718,-83,35,0
Fname 8628,S,Lname 8628,63086.4,785,2,11532,-87,32,0
Fname 2479,,Lname 2479,63030.24,2080,6,10136,-90,28,0
Fname 320,,Lname 320,63024,2164,6,11357,-87,31,0
Fname 7585,ANN,Lname 7585,62992.8,3823,10,12321,-84,34,0
Fname 4514,,Lname 4514,62974.08,2262,6,16784,-72,46,0
Fname 5709,,Lname 5709,62974.08,2059,6,11629,-86,32,0
Fname 2745,I,Lname 2745,62955.36,4131,11,17978,-69,49,0
